6.576937675476074219e+00,4.006072998046875000e+00
-7.627395153045654297e+00,4.594646453857421875e+00
-8.477653503417968750e+00,-6.777961254119873047e-01
3.446682929992675781e+00,8.589058876037597656e+00
1.156378269195556641e+00,-4.748617649078369141e+00
-8.506288528442382812e+00,-6.919049024581909180e-01
1.219900131225585938e+00,-4.377668380737304688e+00
4.565143585205078125e+00,-3.273152709007263184e-01
-7.760725617408752441e-01,-1.440023660659790039e+00
4.542921543121337891e+00,-1.341900825500488281e+00
3.565979480743408203e+00,8.846087455749511719e+00
-4.339854240417480469e+00,-5.050260066986083984e+00
4.943237781524658203e+00,-8.097617626190185547e-01
3.098563432693481445e+00,8.803816795349121094e+00
-8.597661018371582031e+00,-8.198709487915039062e-01
1.239096999168395996e+00,3.245191335678100586e+00
4.815380096435546875e+00,-6.006579995155334473e-01
6.731850147247314453e+00,4.407719612121582031e+00
-2.232105016708374023e+00,5.782362461090087891e+00
1.061576008796691895e+00,-5.003732681274414062e+00
4.985370159149169922e+00,-6.974927783012390137e-01
-3.923816919326782227e+00,-4.356535434722900391e+00
-3.931551456451416016e+00,-4.631396293640136719e+00
1.985035657882690430e+00,2.892648458480834961e+00
1.317914366722106934e+00,-4.702100276947021484e+00
3.407053709030151367e+00,8.129711151123046875e+00
6.546764850616455078e+00,4.323435306549072266e+00
1.086434364318847656e+00,-4.936680793762207031e+00
3.087717056274414062e+00,8.501464843750000000e+00
-8.696352958679199219e+00,-3.330449759960174561e-02
-2.774713754653930664e+00,7.476281166076660156e+00
-8.337434768676757812e+00,-6.092882752418518066e-01
-2.096273422241210938e+00,6.853154182434082031e+00
1.673396944999694824e+00,-7.115182876586914062e-01
7.231693267822265625e+00,4.407518386840820312e+00
-7.234806060791015625e+00,3.961255311965942383e+00
7.193772315979003906e+00,4.268574237823486328e+00
-8.481544494628906250e+00,-4.959996938705444336e-01
-7.221074104309082031e+00,5.378229618072509766e+00
-8.490259170532226562e+00,-5.490244626998901367e-01
-8.564444541931152344e+00,-5.836606025695800781e-01
6.233601093292236328e+00,4.352052211761474609e+00
1.461882233619689941e+00,-4.603732109069824219e+00
-6.613934516906738281e+00,2.341796159744262695e+00
-2.067914247512817383e+00,8.001739501953125000e+00
1.045783400535583496e+00,2.613374471664428711e+00
-9.117633819580078125e+00,-6.494820117950439453e-01
-7.115437984466552734e+00,5.652290344238281250e+00
1.220499277114868164e+00,-4.700459480285644531e+00
1.229529261589050293e+00,-4.461326599121093750e+00
-4.304113388061523438e+00,-4.517496109008789062e+00
-2.308249711990356445e+00,7.409802436828613281e+00
1.775704503059387207e+00,3.715359449386596680e+00
1.594589948654174805e+00,2.398185729980468750e+00
-3.963178396224975586e+00,-4.147345066070556641e+00
3.775468826293945312e+00,8.688141822814941406e+00
9.948025345802307129e-01,-5.051805019378662109e+00
-8.546733856201171875e+00,-8.471466302871704102e-01
4.800736427307128906e+00,-1.306324958801269531e+00
2.153919935226440430e+00,3.485248327255249023e+00
6.702077388763427734e+00,4.223901748657226562e+00
-3.602489948272705078e+00,1.949300169944763184e+00
3.803195238113403320e+00,-1.241041660308837891e+00
-3.504822969436645508e+00,6.610127925872802734e+00
7.022253036499023438e+00,4.390562534332275391e+00
2.469299793243408203e+00,-3.717574834823608398e+00
-4.083237648010253906e+00,-4.729479789733886719e+00
1.109233498573303223e+00,-5.495283603668212891e+00
-2.107201576232910156e+00,7.281311511993408203e+00
4.019815921783447266e+00,8.728336334228515625e+00
6.549745559692382812e+00,4.134573459625244141e+00
3.730520009994506836e+00,8.845414161682128906e+00
-8.604329109191894531e+00,5.062874794006347656e+00
5.106526851654052734e+00,-1.591369986534118652e+00
-8.565376281738281250e+00,-5.054114460945129395e-01
6.850299835205078125e+00,4.554662704467773438e+00
-2.082366228103637695e+00,7.735723972320556641e+00
-9.442554473876953125e+00,4.432382106781005859e+00
4.880820274353027344e+00,-1.045906186103820801e+00
6.840521812438964844e+00,4.088382244110107422e+00
6.320981025695800781e+00,3.175763368606567383e+00
-4.757430553436279297e+00,-4.653139591217041016e+00
-6.952701568603515625e+00,4.869552612304687500e+00
6.822072982788085938e+00,4.395813941955566406e+00
-2.735739231109619141e+00,1.024000406265258789e+00
9.518964886665344238e-01,-4.957592964172363281e+00
6.519848823547363281e+00,3.791134595870971680e+00
-3.110999345779418945e+00,7.365216255187988281e+00
-4.027039527893066406e+00,-4.085083007812500000e+00
-7.863717079162597656e+00,-7.958444952964782715e-01
-2.431236982345581055e+00,7.122131824493408203e+00
-4.107560157775878906e+00,-4.212415695190429688e+00
3.657771587371826172e+00,-2.193343639373779297e+00
-1.885344147682189941e+00,6.974070072174072266e+00
-8.672639846801757812e+00,-4.725844264030456543e-01
1.446425199508666992e+00,-4.153421401977539062e+00
-7.320991039276123047e+00,-1.128503084182739258e+00
7.366417884826660156e+00,4.723209857940673828e+00
-4.582585811614990234e+00,-5.447679042816162109e+00
4.876275539398193359e+00,-1.126589775085449219e+00
-3.918184757232666016e+00,-4.373262882232666016e+00
3.266937971115112305e+00,8.619806289672851562e+00
1.065477490425109863e+00,3.701511621475219727e+00
1.060263872146606445e+00,-5.066635131835937500e+00
5.421723842620849609e+00,1.226580500602722168e+00
4.997406482696533203e+00,-8.913581967353820801e-01
-7.788215637207031250e+00,4.979382991790771484e+00
-8.600876808166503906e+00,-1.497557759284973145e+00
4.408896446228027344e+00,-1.245939731597900391e+00
1.103329777717590332e+00,-4.993089675903320312e+00
-3.177949666976928711e+00,1.277853488922119141e+00
7.278495311737060547e+00,4.319631099700927734e+00
-2.360495090484619141e+00,7.469841003417968750e+00
5.224111080169677734e+00,-7.911435365676879883e-01
7.095342159271240234e+00,4.691227436065673828e+00
1.793219327926635742e+00,-4.165611743927001953e+00
9.640161991119384766e-01,-4.828902244567871094e+00
1.589043855667114258e+00,-4.776603221893310547e+00
5.284893989562988281e+00,-5.858538150787353516e-01
-6.862681865692138672e+00,6.415821075439453125e+00
1.308196425437927246e+00,3.164920091629028320e+00
3.684526681900024414e-01,-4.652305126190185547e+00
6.705769538879394531e+00,4.361039638519287109e+00
-4.371677875518798828e+00,-4.056940555572509766e+00
3.817545413970947266e+00,7.975767850875854492e-01
4.744902610778808594e+00,-1.748929500579833984e+00
4.062212467193603516e+00,8.459752082824707031e+00
1.578280210494995117e+00,2.713034629821777344e+00
-3.031889915466308594e+00,1.102077722549438477e+00
1.712979435920715332e+00,3.155480384826660156e+00
-3.937313318252563477e+00,-4.525071620941162109e+00
-4.223865509033203125e+00,-4.235288143157958984e+00
